4.00000000e-03,-1.48825635e-01,-9.81192074e-02,-7.45701506e-02,-6.01400187e-02
1.40301508e-02,-1.98571900e-01,-1.30916640e-01,-9.94960501e-02,-8.02424867e-02
2.40603015e-02,-2.42907016e-01,-1.60155180e-01,-1.21717209e-01,-9.81636108e-02
3.40904523e-02,-2.82295498e-01,-1.86199221e-01,-1.41510621e-01,-1.14126783e-01
4.41206030e-02,-3.16968623e-01,-2.09374928e-01,-1.59124748e-01,-1.28332386e-01
5.41507538e-02,-3.46881661e-01,-2.29971570e-01,-1.74782463e-01,-1.40960169e-01
6.41809045e-02,-3.71771130e-01,-2.48238839e-01,-1.88683657e-01,-1.52171377e-01
7.42110553e-02,-3.91286446e-01,-2.64379871e-01,-2.01007484e-01,-1.62110665e-01
8.42412060e-02,-4.05138228e-01,-2.78542272e-01,-2.11914105e-01,-1.70907808e-01
9.42713568e-02,-4.13214319e-01,-2.90811301e-01,-2.21545755e-01,-1.78679228e-01
1.04301508e-01,-4.15639889e-01,-3.01209420e-01,-2.30026944e-01,-1.85529354e-01
1.14331658e-01,-4.12781402e-01,-3.09704587e-01,-2.37463734e-01,-1.91551799e-01
1.24361809e-01,-4.05208362e-01,-3.16227036e-01,-2.43942289e-01,-1.96830337e-01
1.34391960e-01,-3.93631446e-01,-3.20691887e-01,-2.49527135e-01,-2.01439662e-01
1.44422111e-01,-3.78833997e-01,-3.23023618e-01,-2.54259805e-01,-2.05445866e-01
1.54452261e-01,-3.61609142e-01,-3.23178292e-01,-2.58158564e-01,-2.08906632e-01
1.64482412e-01,-3.42709554e-01,-3.21160352e-01,-2.61219788e-01,-2.11871130e-01
1.74512563e-01,-3.22812430e-01,-3.17032125e-01,-2.63421280e-01,-2.14379670e-01
1.84542714e-01,-3.02499174e-01,-3.10915728e-01,-2.64727447e-01,-2.16463219e-01
1.94572864e-01,-2.82247465e-01,-3.02988202e-01,-2.65095913e-01,-2.18142925e-01
2.04603015e-01,-2.62432693e-01,-2.93471547e-01,-2.64484888e-01,-2.19429840e-01
2.14633166e-01,-2.43335732e-01,-2.82619623e-01,-2.62860495e-01,-2.20325014e-01
2.24663317e-01,-2.25154384e-01,-2.70703868e-01,-2.60203272e-01,-2.20820110e-01
2.34693467e-01,-2.08016432e-01,-2.57999454e-01,-2.56513213e-01,-2.20898634e-01
2.44723618e-01,-1.91992797e-01,-2.44773101e-01,-2.51812939e-01,-2.20537778e-01
2.54753769e-01,-1.77109845e-01,-2.31273262e-01,-2.46148838e-01,-2.19710795e-01
2.64783920e-01,-1.63360282e-01,-2.17723002e-01,-2.39590248e-01,-2.18389766e-01
2.74814070e-01,-1.50712416e-01,-2.04315545e-01,-2.32226948e-01,-2.16548539e-01
2.84844221e-01,-1.39117745e-01,-1.91212223e-01,-2.24165373e-01,-2.14165601e-01
2.94874372e-01,-1.28517004e-01,-1.78542419e-01,-2.15523996e-01,-2.11226673e-01
3.04904523e-01,-1.18844826e-01,-1.66405062e-01,-2.06428355e-01,-2.07726811e-01
3.14934673e-01,-1.10033239e-01,-1.54871186e-01,-1.97006127e-01,-2.03671870e-01
3.24964824e-01,-1.02014214e-01,-1.43987171e-01,-1.87382596e-01,-1.99079259e-01
